input,i_sentiment,i_location,reference,r_sentiment,r_location,semantic_similarity
"service was great , but the food was definitely lackluster .",negative,48617,"good food , great service & decent prices !",positive,331234,3.0554795265197754
"service was great , but the food was definitely lackluster .",negative,48617,this is our go-to place for great food and great service .,positive,206724,3.2162115573883057
"service was great , but the food was definitely lackluster .",negative,48617,awesome service and incredible food .,positive,209438,3.167717933654785
it was the worst experience i 've ever had at any establishment .,negative,152663,the greek salad with chicken is the best salad i 've ever had .,positive,293666,3.0522541999816895
it was the worst experience i 've ever had at any establishment .,negative,152663,it was the best decision i ever made !,positive,169539,3.082868814468384
it was the worst experience i 've ever had at any establishment .,negative,152663,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.0794641971588135
it was the worst experience i 've ever had at any establishment .,negative,152663,i have never felt more comfortable and welcome in any restaurant !,positive,188687,3.022914171218872
it was the worst experience i 've ever had at any establishment .,negative,152663,one of the best dining experiences that i 've had in the area .,positive,254555,3.0883071422576904
it was the worst experience i 've ever had at any establishment .,negative,152663,"best donut i 've ever had , fresh and amazing , beautiful donuts .",positive,321679,3.264270305633545
it was the worst experience i 've ever had at any establishment .,negative,152663,this place was for sure one of the best we 've ever had !,positive,288783,3.0911450386047363
it was the worst experience i 've ever had at any establishment .,negative,152663,"our waitress , jasmine , was probably the best waitress we have ever had .",positive,247780,3.06791615486145
valid for the next day only .,negative,136848,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.131294012069702
the crab cakes were eh .,negative,134307,oh and the crab rangoon are amazing !,positive,299129,3.2850406169891357
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"staff was informal and relaxed but professional , friendly and helpful .",positive,170407,3.334707736968994
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the brothers staff is friendly helpful and thoughtful .,positive,289491,3.011430501937866
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the staff was really friendly and helpful !,positive,277584,3.007206916809082
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"they are very friendly , eager to help .",positive,359546,3.3772671222686768
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the staff was extremely friendly and very quick .,positive,196077,3.660403251647949
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,everyone is always friendly and service is quick .,positive,256474,3.042059898376465
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,staff is extremely friendly and attentive .,positive,380057,3.062901020050049
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,staff and customers here are very friendly and helpful .,positive,277891,3.165849447250366
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the staff is friendly and very personable .,positive,281768,3.0297327041625977
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"the staff were really friendly , helpful , and very respectful of their customers .",positive,320221,3.1463401317596436
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,all of their employees were very friendly and eager to help !,positive,213529,3.169431686401367
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,", staff is always friendly and very attentive .",positive,306588,3.0469350814819336
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the whole entire staff are friendly and helpful .,positive,331159,3.046020269393921
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"the staff are helpful , accommodating and quite cool !",positive,363728,3.1478655338287354
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the staff is consistently friendly and helpful .,positive,347012,3.0663931369781494
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,staff is always helpful and very polite .,positive,191574,3.0593302249908447
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"the office staff was very fast , kind , and attentive .",positive,382750,3.186516523361206
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"maintenance staff is responsive , friendly and willing to do whatever is necessary .",positive,271979,3.002155303955078
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,service is some times slow but always genuine and friendly .,positive,319932,3.069939374923706
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,her staff is very friendly and supportive .,positive,280101,3.13505482673645
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,staff is friendly and quick which i appreciate .,positive,255665,3.090240478515625
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"the service is awesome , super quick and very friendly .",positive,320996,3.023507833480835
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the staff is extremely helpful and courteous .,positive,239258,3.0282351970672607
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the wait staff is very friendly and courteous .,positive,356301,3.015683889389038
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the staff there is very friendly and kind .,positive,354326,3.1137948036193848
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the staff are really nice and friendly .,positive,191362,3.0049548149108887
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the staff is friendly and very helpful .,positive,201559,3.1367719173431396
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"very cool , staff is friendly and knowledgeable .",positive,186364,3.173699378967285
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,"workers are great , friendly and very gentle .",positive,183726,3.177401304244995
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,very friendly staff who goes above and beyond to help .,positive,383075,3.064262866973877
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,staff is very personal and friendly .,positive,242421,3.0428714752197266
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the wait staff is very friendly and helpful .,positive,331109,3.1223206520080566
"the staff seems friendly , but are very slow to help with concerns .",negative,52460,the waiters are friendly and very helpful .,positive,382006,3.075307846069336
"they need to clean house , and i mean literally clean the entire building .",negative,126182,"clean , clean , and clean !",positive,168879,3.263765811920166
"they need to clean house , and i mean literally clean the entire building .",negative,126182,they keep it clean and pleasant .,positive,177841,3.0375442504882812
"they need to clean house , and i mean literally clean the entire building .",negative,126182,rooms are clean and well maintained .,positive,172053,3.169890880584717
"they need to clean house , and i mean literally clean the entire building .",negative,126182,super spacious and clean rooms .,positive,196111,3.0418686866760254
"they need to clean house , and i mean literally clean the entire building .",negative,126182,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.0468149185180664
"they need to clean house , and i mean literally clean the entire building .",negative,126182,a very homey and comfortable place .,positive,217271,3.094273328781128
"they need to clean house , and i mean literally clean the entire building .",negative,126182,they really make you feel at home .,positive,314790,3.1399762630462646
"they need to clean house , and i mean literally clean the entire building .",negative,126182,we came home to a sparkling clean house .,positive,334083,3.092768907546997
"they need to clean house , and i mean literally clean the entire building .",negative,126182,rooms are clean ... but in serious need of updating .,positive,197068,3.0086140632629395
"they need to clean house , and i mean literally clean the entire building .",negative,126182,well organized and clean .,positive,176722,3.141305923461914
"they need to clean house , and i mean literally clean the entire building .",negative,126182,they clean it inside and out .,positive,191675,3.098522663116455
we were told _num_ minutes and waited _num_ minutes .,negative,81557,let me tell you !,positive,233154,3.117201805114746
we were told _num_ minutes and waited _num_ minutes .,negative,81557,the all in one smoothie is the most amazing smoothie i have ever had !,positive,251299,3.0556788444519043
we were told _num_ minutes and waited _num_ minutes .,negative,81557,we got waited on right away .,positive,214897,4.224538803100586
we were told _num_ minutes and waited _num_ minutes .,negative,81557,and the waitstaff is incredibly friendly and helpful .,positive,360417,3.0410163402557373
we were told _num_ minutes and waited _num_ minutes .,negative,81557,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.174046754837036
we were told _num_ minutes and waited _num_ minutes .,negative,81557,very friendly waitstaff .,positive,347349,3.029116153717041
we were told _num_ minutes and waited _num_ minutes .,negative,81557,wait staff was extremely friendly and prompt !,positive,358271,3.126990556716919
we were told _num_ minutes and waited _num_ minutes .,negative,81557,"when we arrived there was a wait , but it was well worth it .",positive,370909,3.061061382293701
we were told _num_ minutes and waited _num_ minutes .,negative,81557,the wait staff is very friendly and helpful .,positive,331109,3.0962774753570557
we were told _num_ minutes and waited _num_ minutes .,negative,81557,the waiters are friendly and very helpful .,positive,382006,3.1069352626800537
i avoid going here at all costs .,negative,115074,go here right now !,positive,174321,3.042691469192505
i avoid going here at all costs .,negative,115074,definitely go here again .,positive,240365,3.1637260913848877
the lack of customer service skills was unbelievable .,negative,125088,the service was remarkable .,positive,266396,3.0492873191833496
the lack of customer service skills was unbelievable .,negative,125088,awesome service ... .,positive,244451,3.0524022579193115
"will not come back here , ever again .",negative,125507,i 'll definitely be going back here .,positive,348877,3.219454526901245
"will not come back here , ever again .",negative,125507,i will absolutely be going here again and again .,positive,332542,3.324453115463257
"will not come back here , ever again .",negative,125507,i will absolutely come here again .,positive,279774,3.3451387882232666
"will not come back here , ever again .",negative,125507,i will always come here .,positive,370499,3.037828207015991
"will not come back here , ever again .",negative,125507,will definitely come to this location again .,positive,290549,3.5674076080322266
"will not come back here , ever again .",negative,125507,definitely go here again .,positive,240365,3.0817110538482666
"honestly , so disgusting .",negative,105078,"clean , clean , and clean !",positive,168879,3.0558440685272217
"honestly , so disgusting .",negative,105078,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.029555082321167
i was completely disappointed in the macaroni salad .,negative,104317,i had a salad which was very tasty .,positive,273456,3.295677423477173
i was completely disappointed in the macaroni salad .,negative,104317,i really enjoyed their breadsticks and their salad .,positive,292395,3.000633478164673
"good lord , has this place gone downhill .",negative,29089,"yeah , this hertz location has it down .",positive,370306,3.131873846054077
very poor customer service at this location .,negative,4230,this is what i call excellent customer service .,positive,282361,3.2188966274261475
very poor customer service at this location .,negative,4230,very friendly service !,positive,222952,3.062411069869995
i would never return to this store .,negative,89632,i 'll definitely be going back here .,positive,348877,3.473024368286133
i would never return to this store .,negative,89632,i will return ... .,positive,183272,3.331547975540161
i would never return to this store .,negative,89632,i will definitely be going back many more times in the future .,positive,200763,3.080430746078491
i would never return to this store .,negative,89632,i will return to this place .,positive,341525,3.471759557723999
i would never return to this store .,negative,89632,i will surely come back again !,positive,224877,3.0606110095977783
i would never return to this store .,negative,89632,i will definitely be back .,positive,163212,3.1562139987945557
i would never return to this store .,negative,89632,i will definitely go back when we are in town again .,positive,219956,3.0074245929718018
i would never return to this store .,negative,89632,i 'll definitely return to this location !,positive,160142,3.263017177581787
i would never return to this store .,negative,89632,i will always come here .,positive,370499,3.216153860092163
i would never return to this store .,negative,89632,i 'll return for sure .,positive,240157,3.1623623371124268
i would never return to this store .,negative,89632,i will definitely be going back there .,positive,268181,3.595824718475342
i would never return to this store .,negative,89632,i 'll definitely be returning .,positive,200603,3.0337443351745605
i would never return to this store .,negative,89632,i 'll most definitely return .,positive,316807,3.2771244049072266
i would never return to this store .,negative,89632,i will definetly be coming back to this location time and time again !,positive,277382,3.0309014320373535
"the staff at the new store are rude , rude , rude !",negative,140812,owners always on the spot .,positive,246956,3.161816358566284
"the staff at the new store are rude , rude , rude !",negative,140812,nice attentive owners and great service .,positive,357391,3.0174338817596436
"the staff at the new store are rude , rude , rude !",negative,140812,overall had a great time here and the staff is very friendly !,positive,304642,3.019319772720337
"the staff at the new store are rude , rude , rude !",negative,140812,very nice antique store .,positive,345440,3.324228048324585
"the staff at the new store are rude , rude , rude !",negative,140812,- the place has a cool look and vibe .,positive,358942,3.049590587615967
"the staff at the new store are rude , rude , rude !",negative,140812,the staff is friendly and accommodating .,positive,240712,3.3423357009887695
"the staff at the new store are rude , rude , rude !",negative,140812,"clean , clean , and clean !",positive,168879,3.235461950302124
"the staff at the new store are rude , rude , rude !",negative,140812,all were very friendly and helpful .,positive,201851,3.022826671600342
"the staff at the new store are rude , rude , rude !",negative,140812,everyone there is so extremely nice but in a truly authentic way .,positive,327225,3.0108180046081543
"the staff at the new store are rude , rude , rude !",negative,140812,great staff and delicious food with reasonable prices and large servings !,positive,217294,3.2296805381774902
"the staff at the new store are rude , rude , rude !",negative,140812,staff is very friendly and the food was great .,positive,200449,3.008937120437622
"the staff at the new store are rude , rude , rude !",negative,140812,amazing store .,positive,205031,3.553090810775757
"the staff at the new store are rude , rude , rude !",negative,140812,the people are nice .,positive,163921,3.165661573410034
"the staff at the new store are rude , rude , rude !",negative,140812,outstanding store and deli !,positive,179485,3.437354803085327
"the staff at the new store are rude , rude , rude !",negative,140812,"staff was informal and relaxed but professional , friendly and helpful .",positive,170407,3.207277297973633
"the staff at the new store are rude , rude , rude !",negative,140812,this is a good size mall with a good amount of stores .,positive,171771,3.1812546253204346
"the staff at the new store are rude , rude , rude !",negative,140812,"the two employees were kind , great , knowledgeable , and really nice .",positive,165142,3.130272626876831
"the staff at the new store are rude , rude , rude !",negative,140812,"the staff is knowledgeable , honest , and polite .",positive,273259,3.6165904998779297
"the staff at the new store are rude , rude , rude !",negative,140812,staff have always been very helpful and warm .,positive,205742,3.172208786010742
"the staff at the new store are rude , rude , rude !",negative,140812,the staff was really friendly and helpful !,positive,277584,3.315068006515503
"the staff at the new store are rude , rude , rude !",negative,140812,"clean , knowledgeable and kind .",positive,265211,3.0129497051239014
"the staff at the new store are rude , rude , rude !",negative,140812,scott and his staff do a great job of customer service .,positive,269491,3.0939109325408936
"the staff at the new store are rude , rude , rude !",negative,140812,thats the place !,positive,315966,3.022991180419922
"the staff at the new store are rude , rude , rude !",negative,140812,lol great wait staff and inexpensive !,positive,375157,3.0125622749328613
"the staff at the new store are rude , rude , rude !",negative,140812,i love the staff of this place as well .,positive,295043,3.1531670093536377
"the staff at the new store are rude , rude , rude !",negative,140812,the people working there are very friendly and knowledgeable .,positive,311920,3.2232792377471924
"the staff at the new store are rude , rude , rude !",negative,140812,the staff who work here are wonderful .,positive,268649,3.2320899963378906
"the staff at the new store are rude , rude , rude !",negative,140812,"good shopping experience , great customer service !",positive,233171,3.156174421310425
"the staff at the new store are rude , rude , rude !",negative,140812,their customer service is outstanding !,positive,324273,3.1292455196380615
"the staff at the new store are rude , rude , rude !",negative,140812,"and the staff , phenomenal .",positive,201847,3.1943042278289795
"the staff at the new store are rude , rude , rude !",negative,140812,"nice employees , well trained and knowledgeable .",positive,247861,3.2339446544647217
"the staff at the new store are rude , rude , rude !",negative,140812,such a beautiful store !,positive,209007,3.4012088775634766
"the staff at the new store are rude , rude , rude !",negative,140812,the servers and customers are very friendly .,positive,198450,3.2454018592834473
"the staff at the new store are rude , rude , rude !",negative,140812,the staff has always been pleasant and helpful when i have talked to them .,positive,272531,3.0433759689331055
"the staff at the new store are rude , rude , rude !",negative,140812,"they are prompt , courteous , and helpful .",positive,309658,3.240365743637085
"the staff at the new store are rude , rude , rude !",negative,140812,the service is very polite and attentive .,positive,383668,3.185961961746216
"the staff at the new store are rude , rude , rude !",negative,140812,definitely recommend this shop .,positive,338590,3.093294382095337
"the staff at the new store are rude , rude , rude !",negative,140812,super sweet owners .,positive,175941,3.0615084171295166
"the staff at the new store are rude , rude , rude !",negative,140812,people working are nice as well .,positive,382722,3.194838047027588
"the staff at the new store are rude , rude , rude !",negative,140812,"excellent food , excellent setting , attentive staff , byob .",positive,339303,3.1213462352752686
"the staff at the new store are rude , rude , rude !",negative,140812,staff are always clean and courteous .,positive,293777,3.274048328399658
"the staff at the new store are rude , rude , rude !",negative,140812,the staff was extremely friendly and very quick .,positive,196077,3.1200432777404785
"the staff at the new store are rude , rude , rude !",negative,140812,the shops are excellent and the people are generally quite nice .,positive,228292,3.2635669708251953
"the staff at the new store are rude , rude , rude !",negative,140812,they were really helpful and made us feel as valuable customer !,positive,299532,3.005919933319092
"the staff at the new store are rude , rude , rude !",negative,140812,"the staff is always welcoming , efficient and professional .",positive,224042,3.1840271949768066
"the staff at the new store are rude , rude , rude !",negative,140812,"other than that , great shop !",positive,255109,3.3735671043395996
"the staff at the new store are rude , rude , rude !",negative,140812,superior and friendly staff !,positive,274018,3.455932140350342
"the staff at the new store are rude , rude , rude !",negative,140812,this shop has top notch customer service !,positive,244777,3.4574129581451416
"the staff at the new store are rude , rude , rude !",negative,140812,his staff is very accommodating and such an excellent team .,positive,299887,3.095994710922241
"the staff at the new store are rude , rude , rude !",negative,140812,the folks there were so kind and helpful .,positive,182711,3.2057769298553467
"the staff at the new store are rude , rude , rude !",negative,140812,they have a new customer in the future !,positive,291883,3.2729852199554443
"the staff at the new store are rude , rude , rude !",negative,140812,"authentic , authentic , authentic !",positive,181089,3.0976336002349854
"the staff at the new store are rude , rude , rude !",negative,140812,emily at the shop was amazingly kind and helpful .,positive,295829,3.011577606201172
"the staff at the new store are rude , rude , rude !",negative,140812,everyone is extremely helpful and friendly !,positive,179783,3.0776515007019043
"the staff at the new store are rude , rude , rude !",negative,140812,friendly staff & prompt service .,positive,346364,3.2838995456695557
"the staff at the new store are rude , rude , rude !",negative,140812,pleasant wait staff .,positive,327889,3.2452895641326904
"the staff at the new store are rude , rude , rude !",negative,140812,their staff is friendly and attentive .,positive,314289,3.161407709121704
"the staff at the new store are rude , rude , rude !",negative,140812,"friendly , helpful and courteous !",positive,281502,3.1401095390319824
"the staff at the new store are rude , rude , rude !",negative,140812,this is a great shoe store with caring and considerate customer service .,positive,265593,3.33028507232666
"the staff at the new store are rude , rude , rude !",negative,140812,staff is extremely friendly and attentive .,positive,380057,3.30511212348938
"the staff at the new store are rude , rude , rude !",negative,140812,"very helpful staff , great customer service .",positive,285901,3.3261098861694336
"the staff at the new store are rude , rude , rude !",negative,140812,"big portions , great flavors , friendly staff , and at good prices .",positive,316418,3.034165382385254
"the staff at the new store are rude , rude , rude !",negative,140812,very upscale and friendly .,positive,356266,3.014620065689087
"the staff at the new store are rude , rude , rude !",negative,140812,extremely friendly staff !,positive,201868,3.517667531967163
"the staff at the new store are rude , rude , rude !",negative,140812,plus their baristas are pleasant and knowledgable !,positive,362027,3.084385633468628
"the staff at the new store are rude , rude , rude !",negative,140812,this place has some great customer service for the most part .,positive,357872,3.103193998336792
"the staff at the new store are rude , rude , rude !",negative,140812,"great food , great staff , very nice atmosphere , and reasonably priced .",positive,346492,3.1704585552215576
"the staff at the new store are rude , rude , rude !",negative,140812,the servers are very friendly and attentive .,positive,168588,3.010483980178833
"the staff at the new store are rude , rude , rude !",negative,140812,first class establishment all the way !,positive,173049,3.0270652770996094
"the staff at the new store are rude , rude , rude !",negative,140812,the staff is helpful and knowledgeable .,positive,232348,3.1644132137298584
"the staff at the new store are rude , rude , rude !",negative,140812,they 've all been so nice so far .,positive,316878,3.1166841983795166
"the staff at the new store are rude , rude , rude !",negative,140812,food and staff are always exceptional .,positive,349235,3.0978970527648926
"the staff at the new store are rude , rude , rude !",negative,140812,friendly staff and a really nice environment .,positive,219051,3.2930517196655273
"the staff at the new store are rude , rude , rude !",negative,140812,the all in one smoothie is the most amazing smoothie i have ever had !,positive,251299,3.1333603858947754
"the staff at the new store are rude , rude , rude !",negative,140812,servers are polite and service is quick .,positive,171175,3.0394651889801025
"the staff at the new store are rude , rude , rude !",negative,140812,staff is really helpful .,positive,380837,3.2011563777923584
"the staff at the new store are rude , rude , rude !",negative,140812,amazing food and great staff .,positive,374550,3.1264164447784424
"the staff at the new store are rude , rude , rude !",negative,140812,the customer service at this place is great .,positive,259622,3.117805004119873
"the staff at the new store are rude , rude , rude !",negative,140812,the employees were great !,positive,268536,3.2138850688934326
"the staff at the new store are rude , rude , rude !",negative,140812,always a fun environment and the staff is always great .,positive,181971,3.0531764030456543
"the staff at the new store are rude , rude , rude !",negative,140812,very nice little local coffee shop .,positive,339260,3.0902726650238037
"the staff at the new store are rude , rude , rude !",negative,140812,"and , it is very clean , friendly and properly staffed too .",positive,298484,3.0210020542144775
"the staff at the new store are rude , rude , rude !",negative,140812,the servers are polite and very helpful .,positive,316977,3.3322548866271973
"the staff at the new store are rude , rude , rude !",negative,140812,even the staff and nurses are so warm and welcoming !,positive,306211,3.178952932357788
"the staff at the new store are rude , rude , rude !",negative,140812,very friendly wait staff !,positive,323450,3.3497984409332275
"the staff at the new store are rude , rude , rude !",negative,140812,"well , this location is , anyway .",positive,225860,3.0492420196533203
"the staff at the new store are rude , rude , rude !",negative,140812,i also thought the employees were very friendly and welcoming .,positive,361500,3.1400439739227295
"the staff at the new store are rude , rude , rude !",negative,140812,"very nice , helpful employees .",positive,211658,3.4512126445770264
"the staff at the new store are rude , rude , rude !",negative,140812,staff is amazing !,positive,234255,3.2882659435272217
"the staff at the new store are rude , rude , rude !",negative,140812,"everytime i come here , the staff are all so happy and friendly .",positive,257564,3.1243956089019775
"the staff at the new store are rude , rude , rude !",negative,140812,the staff has always been so friendly .,positive,317316,3.1309986114501953
"the staff at the new store are rude , rude , rude !",negative,140812,"small space , but great selection , very friendly staff , and great prices !",positive,169674,3.3412587642669678
"the staff at the new store are rude , rude , rude !",negative,140812,friendly owner & staff !,positive,270825,3.8064730167388916
"the staff at the new store are rude , rude , rude !",negative,140812,staff and customers here are very friendly and helpful .,positive,277891,3.632509231567383
"the staff at the new store are rude , rude , rude !",negative,140812,the people who worked there were nice and helpful too .,positive,300785,3.1905977725982666
"the staff at the new store are rude , rude , rude !",negative,140812,first off the ambiance and staff really help make this place top notch .,positive,257691,3.0604641437530518
"the staff at the new store are rude , rude , rude !",negative,140812,the staff is friendly and very personable .,positive,281768,3.281219959259033
"the staff at the new store are rude , rude , rude !",negative,140812,"the staff were really friendly , helpful , and very respectful of their customers .",positive,320221,3.471012830734253
"the staff at the new store are rude , rude , rude !",negative,140812,"food , staff , and atmosphere were great .",positive,202963,3.164618492126465
"the staff at the new store are rude , rude , rude !",negative,140812,the employees are very helpful and knowledgeable .,positive,187554,3.3031179904937744
"the staff at the new store are rude , rude , rude !",negative,140812,the staff there is always friendly and the selection of food is awesome !,positive,326926,3.0594749450683594
"the staff at the new store are rude , rude , rude !",negative,140812,every employee showed passion through their excellent display of courtesy and care !,positive,323004,3.1441824436187744
"the staff at the new store are rude , rude , rude !",negative,140812,staff is top notch .,positive,193112,3.3821611404418945
"the staff at the new store are rude , rude , rude !",negative,140812,the staff is friendly and the store is clean .,positive,331818,3.005472183227539
"the staff at the new store are rude , rude , rude !",negative,140812,"also , the staff was very professional and helpful .",positive,373695,3.0859761238098145
"the staff at the new store are rude , rude , rude !",negative,140812,"what a great place friendly staff , good service and excellent food .",positive,190827,3.284869909286499
"the staff at the new store are rude , rude , rude !",negative,140812,staff is accommodating and store is nice .,positive,224134,3.808765411376953
"the staff at the new store are rude , rude , rude !",negative,140812,this location has a great atmosphere and the staff attitudes are awesome as well .,positive,232256,3.2412586212158203
"the staff at the new store are rude , rude , rude !",negative,140812,they are very nice and easy to deal with .,positive,383338,3.0198769569396973
"the staff at the new store are rude , rude , rude !",negative,140812,"super nice staff , very cute decor .",positive,198155,3.1713507175445557
"the staff at the new store are rude , rude , rude !",negative,140812,the owners are very nice people .,positive,271561,3.332122802734375
"the staff at the new store are rude , rude , rude !",negative,140812,the whole staff is so friendly as well .,positive,291432,3.1210873126983643
"the staff at the new store are rude , rude , rude !",negative,140812,honestly this store is great .,positive,355581,3.0259227752685547
"the staff at the new store are rude , rude , rude !",negative,140812,the store is very clean and the staff is very friendly .,positive,304066,3.253575086593628
"the staff at the new store are rude , rude , rude !",negative,140812,i love the friendly staff !,positive,296205,3.3245112895965576
"the staff at the new store are rude , rude , rude !",negative,140812,"plus , very reasonable prices and super nice staff .",positive,360576,3.1350600719451904
"the staff at the new store are rude , rude , rude !",negative,140812,great place for groceries .,positive,208117,3.2139761447906494
"the staff at the new store are rude , rude , rude !",negative,140812,this place is very inexpensive and the staff is nice .,positive,372503,3.3002731800079346
"the staff at the new store are rude , rude , rude !",negative,140812,"i must say , this place has great customer service .",positive,294336,3.0337390899658203
"the staff at the new store are rude , rude , rude !",negative,140812,gift shop was nice also .,positive,195726,3.227997064590454
"the staff at the new store are rude , rude , rude !",negative,140812,they are extremely friendly and professional .,positive,303909,3.02054762840271
"the staff at the new store are rude , rude , rude !",negative,140812,i love the staff and food !,positive,287559,3.2311105728149414
"the staff at the new store are rude , rude , rude !",negative,140812,all of their employees were very friendly and eager to help !,positive,213529,3.1885006427764893
"the staff at the new store are rude , rude , rude !",negative,140812,the staff 's nice too .,positive,191919,3.5051968097686768
"the staff at the new store are rude , rude , rude !",negative,140812,awesome and friendly staff very nice and clean grounds .,positive,241190,3.21903395652771
"the staff at the new store are rude , rude , rude !",negative,140812,john and his staff are great !,positive,276392,3.147834539413452
"the staff at the new store are rude , rude , rude !",negative,140812,pleasant staff both at check-in and departure .,positive,346026,3.0879709720611572
"the staff at the new store are rude , rude , rude !",negative,140812,and the staff always make us laugh !,positive,342548,3.036440372467041
"the staff at the new store are rude , rude , rude !",negative,140812,", staff is always friendly and very attentive .",positive,306588,3.1597585678100586
"the staff at the new store are rude , rude , rude !",negative,140812,the store is so well kept .,positive,378106,3.0603392124176025
"the staff at the new store are rude , rude , rude !",negative,140812,lovely bunch of people and a lovely store .,positive,187592,3.2723937034606934
"the staff at the new store are rude , rude , rude !",negative,140812,"nice , clean equipment and friendly staff .",positive,265859,3.1203038692474365
"the staff at the new store are rude , rude , rude !",negative,140812,and the staff is very nice .,positive,335503,3.5733625888824463
"the staff at the new store are rude , rude , rude !",negative,140812,the whole entire staff are friendly and helpful .,positive,331159,3.533151865005493
"the staff at the new store are rude , rude , rude !",negative,140812,"the staff was wonderful too , very nice !",positive,166995,3.0113308429718018
"the staff at the new store are rude , rude , rude !",negative,140812,"the employees are also great , and extremely helpful .",positive,223697,3.3535938262939453
"the staff at the new store are rude , rude , rude !",negative,140812,the staff is always friendly !,positive,274154,3.141341209411621
"the staff at the new store are rude , rude , rude !",negative,140812,his front office staff are all friendly and accommodating .,positive,383627,3.065486192703247
"the staff at the new store are rude , rude , rude !",negative,140812,the staff is nice and efficient enough to keep that ever growing line moving .,positive,364034,3.092393398284912
"the staff at the new store are rude , rude , rude !",negative,140812,an old fashion barber shop with always 3-4 barbers on duty .,positive,182018,3.1508305072784424
"the staff at the new store are rude , rude , rude !",negative,140812,and the waitstaff is incredibly friendly and helpful .,positive,360417,3.2499146461486816
"the staff at the new store are rude , rude , rude !",negative,140812,friendly staff making a consistent experience .,positive,367770,3.3069183826446533
"the staff at the new store are rude , rude , rude !",negative,140812,amazing owners !,positive,194145,3.258927345275879
"the staff at the new store are rude , rude , rude !",negative,140812,"drinks are great , the staff is wonderful , and the ambience is comfortable .",positive,278004,3.0122220516204834
"the staff at the new store are rude , rude , rude !",negative,140812,very clean and friendly staff also .,positive,225257,3.128506660461426
"the staff at the new store are rude , rude , rude !",negative,140812,staff always concerned with getting the best fit for the customer .,positive,241700,3.0824708938598633
"the staff at the new store are rude , rude , rude !",negative,140812,"professional , knowledgeable staff .",positive,199856,3.4102752208709717
"the staff at the new store are rude , rude , rude !",negative,140812,wonderful family owned shop .,positive,280146,3.1296441555023193
"the staff at the new store are rude , rude , rude !",negative,140812,"this establishment was friendly , clean and easy to find .",positive,176533,3.001006603240967
"the staff at the new store are rude , rude , rude !",negative,140812,amazing service from an incredibly friendly staff !,positive,207967,3.4495534896850586
"the staff at the new store are rude , rude , rude !",negative,140812,"great building , food and service .",positive,210425,3.1496798992156982
"the staff at the new store are rude , rude , rude !",negative,140812,the staff is pleasant and helpful .,positive,168158,3.4771838188171387
"the staff at the new store are rude , rude , rude !",negative,140812,"friendly staff , really good food , and good prices .",positive,179517,3.038438320159912
"the staff at the new store are rude , rude , rude !",negative,140812,"the staff was friendly and funny , and extremely helpful .",positive,377348,3.0582120418548584
"the staff at the new store are rude , rude , rude !",negative,140812,"the staff are helpful , accommodating and quite cool !",positive,363728,3.4297635555267334
"the staff at the new store are rude , rude , rude !",negative,140812,awesome staff and great shots !,positive,317406,3.1965389251708984
"the staff at the new store are rude , rude , rude !",negative,140812,excellent customer care !,positive,362771,3.0237350463867188
"the staff at the new store are rude , rude , rude !",negative,140812,the staff rocks .,positive,272763,3.160081386566162
"the staff at the new store are rude , rude , rude !",negative,140812,office staff seem nice too !,positive,331680,3.557995319366455
