input,i_sentiment,i_location,reference,r_sentiment,r_location,semantic_similarity
"based on my experience , i wo n't be returning anytime soon .",negative,7021,"small little restaurant with friendly staff , i will be coming back !",positive,263827,3.0047943592071533
"based on my experience , i wo n't be returning anytime soon .",negative,7021,i 'll definitely be returning .,positive,200603,3.521657943725586
"based on my experience , i wo n't be returning anytime soon .",negative,7021,i will be back very shortly !,positive,324476,3.4059579372406006
"based on my experience , i wo n't be returning anytime soon .",negative,7021,i 'll most definitely return .,positive,316807,3.2631170749664307
"based on my experience , i wo n't be returning anytime soon .",negative,7021,"all in all , a great experience and we will definitely come back soon !",positive,214756,3.0766797065734863
"based on my experience , i wo n't be returning anytime soon .",negative,7021,i will definetly be coming back to this location time and time again !,positive,277382,3.119250535964966
"based on my experience , i wo n't be returning anytime soon .",negative,7021,i recommend this place and will be back soon .,positive,290931,3.0108113288879395
"based on my experience , i wo n't be returning anytime soon .",negative,7021,i will definitely be making a return visit .,positive,351025,3.310154914855957
"again , the food was okay , but the service was pretty bad .",negative,101661,"food is okay , not the highest quality but still good .",positive,352614,3.215954542160034
"again , the food was okay , but the service was pretty bad .",negative,101661,awesome food and the service was great .,positive,350273,3.1419458389282227
"again , the food was okay , but the service was pretty bad .",negative,101661,"service is decent but food is excellent , and that 's all that matters .",positive,308756,3.130122184753418
"again , the food was okay , but the service was pretty bad .",negative,101661,"food was great , service was great , drinks were great .",positive,350413,3.1219701766967773
"again , the food was okay , but the service was pretty bad .",negative,101661,food is pretty decent .,positive,231125,3.02975869178772
"again , the food was okay , but the service was pretty bad .",negative,101661,"the service has always been good , the food has always been good .",positive,345947,3.2892954349517822
"again , the food was okay , but the service was pretty bad .",negative,101661,"awesome food , and great service .",positive,258341,3.072506189346313
"again , the food was okay , but the service was pretty bad .",negative,101661,but the food was terrific and the service was great .,positive,257763,3.2026734352111816
"again , the food was okay , but the service was pretty bad .",negative,101661,"for the most part , the servers give you a good amount of food !",positive,302775,3.1406404972076416
"again , the food was okay , but the service was pretty bad .",negative,101661,the service was excellent and the food was outstanding !,positive,235606,3.12011981010437
"again , the food was okay , but the service was pretty bad .",negative,101661,the service is excellent and food was superb .,positive,383287,3.0692827701568604
"again , the food was okay , but the service was pretty bad .",negative,101661,but the food and service was good .,positive,183900,3.419064283370972
"again , the food was okay , but the service was pretty bad .",negative,101661,the food was excellent and the service was great .,positive,233471,3.177973985671997
"again , the food was okay , but the service was pretty bad .",negative,101661,the service was pretty good and the food was decent .,positive,368490,3.751184701919556
"again , the food was okay , but the service was pretty bad .",negative,101661,"the food ... amazing , the service ... amazing !",positive,376013,3.0648748874664307
"again , the food was okay , but the service was pretty bad .",negative,101661,"not always the best service , but the food is great .",positive,238409,3.052022695541382
"again , the food was okay , but the service was pretty bad .",negative,101661,"the food has always been good , service has almost always been good .",positive,273590,3.1557891368865967
"again , the food was okay , but the service was pretty bad .",negative,101661,the food is actually pretty damn good .,positive,200040,3.0720906257629395
"again , the food was okay , but the service was pretty bad .",negative,101661,"but , the food is really good here .",positive,289766,3.029242753982544
"again , the food was okay , but the service was pretty bad .",negative,101661,"great drinks , great food , great service .",positive,278949,3.0314245223999023
"again , the food was okay , but the service was pretty bad .",negative,101661,very friendly staff and the food is pretty good .,positive,344335,3.012404203414917
"again , the food was okay , but the service was pretty bad .",negative,101661,the service is great and the food is very good .,positive,237338,3.2490711212158203
"again , the food was okay , but the service was pretty bad .",negative,101661,"very clean , pretty , good service and food was good .",positive,307173,3.2761106491088867
"again , the food was okay , but the service was pretty bad .",negative,101661,good food but the service was ok .,positive,316118,3.5843656063079834
"again , the food was okay , but the service was pretty bad .",negative,101661,"food was very good , and service was excellent .",positive,167692,3.3449976444244385
"again , the food was okay , but the service was pretty bad .",negative,101661,"service was excellent , food was good there .",positive,260968,3.4679853916168213
"again , the food was okay , but the service was pretty bad .",negative,101661,"for fast food , this was pretty good .",positive,290615,3.1443874835968018
"again , the food was okay , but the service was pretty bad .",negative,101661,"the service was good , the food was hot and delicious .",positive,323375,3.0761423110961914
"again , the food was okay , but the service was pretty bad .",negative,101661,food was excellent but the service was outstanding !,positive,378574,3.360110282897949
"again , the food was okay , but the service was pretty bad .",negative,101661,have to say the service and food were very good .,positive,204678,3.408679723739624
they were wrong in all senses of the word .,negative,135603,got right in .,positive,365615,3.0264806747436523
we also waited over _num_ minutes before someone even took our order .,negative,2185,we got waited on right away .,positive,214897,3.0601613521575928
"when i say fried rice , i mean just that .",negative,42282,best fried rice ever .,positive,238330,3.357933759689331
"when i say fried rice , i mean just that .",negative,42282,awesome fried rice and a huge selection of authentic asian food .,positive,251766,3.152744770050049
total crap .,negative,28570,"clean , clean , and clean !",positive,168879,3.311344861984253
total crap .,negative,28570,the all in one smoothie is the most amazing smoothie i have ever had !,positive,251299,3.0751051902771
total crap .,negative,28570,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.1256887912750244
total crap .,negative,28570,"thank you , thank you , thank you .",positive,260723,3.2137703895568848
total crap .,negative,28570,"they also have the best desserts and cakes , the freaking best cakes .",positive,278883,3.067249059677124
it tastes like it 's been sitting there all day .,negative,109801,it is very tasty and is really hitting the spot today .,positive,356911,3.108755350112915
it tastes like it 's been sitting there all day .,negative,109801,it tastes simply amazing .,positive,162720,3.009936809539795
literally the worst experience ever .,negative,6057,"clean , clean , and clean !",positive,168879,3.160009860992432
literally the worst experience ever .,negative,6057,best experience !,positive,242503,3.605219841003418
literally the worst experience ever .,negative,6057,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.314845561981201
literally the worst experience ever .,negative,6057,the best ice cream ever .,positive,250144,3.036837577819824
literally the worst experience ever .,negative,6057,"our waitress , jasmine , was probably the best waitress we have ever had .",positive,247780,3.1298575401306152
literally the worst experience ever .,negative,6057,literally one of the best desserts i 've ever had .,positive,278897,3.0798659324646
the food is really average and pricey .,negative,89673,very reasonable prices and you get a lot of food .,positive,360815,3.110858917236328
the food is really average and pricey .,negative,89673,great food with generous portions at a reasonable price .,positive,366098,3.0529589653015137
the food is really average and pricey .,negative,89673,very good cheap food .,positive,160240,3.050403594970703
the food is really average and pricey .,negative,89673,the amount of food for the price is great .,positive,319531,3.083281993865967
the food is really average and pricey .,negative,89673,the service is always really friendly and the food is very reasonable priced .,positive,232976,3.0064537525177
the food is really average and pricey .,negative,89673,the food is exceptional and fair priced .,positive,189873,3.486433744430542
the food is really average and pricey .,negative,89673,the food is good and tasty and cheap .,positive,248745,3.3216960430145264
the food is really average and pricey .,negative,89673,the price is reasonable for the quality of food .,positive,336390,3.300478458404541
the food is really average and pricey .,negative,89673,food is delicious and portions are extremely generous for the price .,positive,187343,3.14996337890625
the food is really average and pricey .,negative,89673,the food is amazing and priced very well .,positive,189284,3.585162401199341
the food is really average and pricey .,negative,89673,you get a good meal at a decent price .,positive,236415,3.0023138523101807
the food is really average and pricey .,negative,89673,"the drinks are reasonably priced , and the food is decent .",positive,334502,3.2131025791168213
the food is really average and pricey .,negative,89673,really a bargain price for the quality and quantity of food .,positive,194432,3.5564091205596924
the food is really average and pricey .,negative,89673,yes its pricey but the food is amazing and so is the view .,positive,340596,3.022596597671509
the food is really average and pricey .,negative,89673,this place was absolutely delicious and cheap .,positive,180000,3.305917978286743
the food is really average and pricey .,negative,89673,whole foods is really pretty expensive .,positive,276649,4.055278778076172
the food is really average and pricey .,negative,89673,"the service , food , and prices are all outstanding !",positive,292719,3.105161428451538
the food is really average and pricey .,negative,89673,a lot of great food for a good price .,positive,290246,3.026096820831299
the food is really average and pricey .,negative,89673,the food portions are huge for a great price .,positive,383739,3.2233428955078125
the food is really average and pricey .,negative,89673,reasonable priced and very good food .,positive,312557,3.041017532348633
the food is really average and pricey .,negative,89673,food was really good for the price .,positive,295376,3.519082307815552
the food is really average and pricey .,negative,89673,plenty of food at a good price .,positive,226754,3.1719510555267334
the food is really average and pricey .,negative,89673,prices were reasonable and food always excellent .,positive,349042,3.027150869369507
the food is really average and pricey .,negative,89673,food is good but extremely expensive .,positive,207528,3.6406753063201904
the food is really average and pricey .,negative,89673,great food at great prices !,positive,191142,3.0311312675476074
the food is really average and pricey .,negative,89673,the quality of food is definitely worth the price !,positive,319575,3.3425188064575195
the food is really average and pricey .,negative,89673,it can be pricey put the food is worth every penny .,positive,264595,3.059896469116211
the food is really average and pricey .,negative,89673,drinks are reasonably priced and delicious .,positive,313069,3.2737958431243896
the food is really average and pricey .,negative,89673,great food and decent prices .,positive,294143,3.0116422176361084
"i ordered a cucumber salad , chicken shawarma pita and chicken kabob .",negative,122916,i had a salad which was very tasty .,positive,273456,3.078488826751709
"i ordered a cucumber salad , chicken shawarma pita and chicken kabob .",negative,122916,i love the salads and pita sandwiches with fresh chopped cucumber and tomato !,positive,208454,3.38491153717041
customer service is terrible !,negative,102414,the customer service at this place is great .,positive,259622,3.0799708366394043
"food was just ok , not worth the cost .",negative,30359,"food is okay , not the highest quality but still good .",positive,352614,3.044894218444824
the owner / manager is aweful and the food sucks now !,negative,122666,"amazing staff , amazing food !",positive,267320,3.0248405933380127
absolutely worst apartment staff ever !,negative,72861,the service is the best ever !,positive,327836,3.024641752243042
absolutely worst apartment staff ever !,negative,72861,employees are the best !,positive,166404,3.030696153640747
the food did n't take long to come out .,negative,130114,food was fresh and came out quick !,positive,337327,3.1025283336639404
the food did n't take long to come out .,negative,130114,the employees are very friendly and food seems to come out fairly quickly .,positive,316907,3.1641969680786133
completely flavorless in my opinion .,negative,157982,just fantastic flavors .,positive,350187,3.192765235900879
completely flavorless in my opinion .,negative,157982,"so fresh , with distinct flavors .",positive,256302,3.0084991455078125
completely flavorless in my opinion .,negative,157982,the soups are so perfectly flavored .,positive,320775,3.144935607910156
"once inside , things only went downhill .",negative,98157,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.041153907775879
the worst dental office i ever been .,negative,197,best dental practice around !,positive,260135,3.2522225379943848
the worst dental office i ever been .,negative,197,best dentist we have ever had !,positive,266485,3.554489850997925
the worst dental office i ever been .,negative,197,i just had one of the best pedicures i 've ever had .,positive,175508,3.347313165664673
the worst dental office i ever been .,negative,197,the best dental experience i 've ever had .,positive,223577,4.398299694061279
the worst dental office i ever been .,negative,197,"honestly , best dentist i can remember seeing !",positive,239226,3.447434902191162
the worst dental office i ever been .,negative,197,it 's one of the best dental offices i have ever been to .,positive,285296,4.293165683746338
had a terrible meal here from start to finish .,negative,158209,"as always , had a great meal there .",positive,362984,3.368459224700928
had a terrible meal here from start to finish .,negative,158209,made a great meal even better .,positive,217760,3.1936213970184326
had a terrible meal here from start to finish .,negative,158209,what a fantastic dinner !,positive,241050,3.198044538497925
had a terrible meal here from start to finish .,negative,158209,such a great meal .,positive,362298,3.1409051418304443
had a terrible meal here from start to finish .,negative,158209,always a great meal here .,positive,166501,3.167188167572021
had a terrible meal here from start to finish .,negative,158209,wonderful place for lunch !,positive,193435,3.2013468742370605
had a terrible meal here from start to finish .,negative,158209,excellent meal here !,positive,344684,3.0479347705841064
had a terrible meal here from start to finish .,negative,158209,again a great meal .,positive,201238,3.267519235610962
had a terrible meal here from start to finish .,negative,158209,have a wonderful lunch today with my team .,positive,309608,3.147015333175659
had a terrible meal here from start to finish .,negative,158209,come and eat here .,positive,325194,3.175452470779419
had a terrible meal here from start to finish .,negative,158209,great home cooked meals .,positive,357802,3.0868582725524902
had a terrible meal here from start to finish .,negative,158209,has a wonderful meal as always .,positive,243203,3.495582103729248
had a terrible meal here from start to finish .,negative,158209,overall it was a great dinner .,positive,375124,3.012998342514038
i have done it a thousand times before .,negative,58678,the all in one smoothie is the most amazing smoothie i have ever had !,positive,251299,3.0273585319519043
they are so rude .,negative,109841,everyone was kind and polite .,positive,256155,3.2746102809906006
they are so rude .,negative,109841,awesome people .,positive,299933,3.4505369663238525
every meal has come to me cold .,negative,85976,the food always comes out nice and hot .,positive,283698,3.140556812286377
these are countless hours of my life i will never get back .,negative,58817,"either way , i 'll keep coming back .",positive,351727,3.106459379196167
it was dinner hour and pretty empty in the dining room .,negative,45151,was a very nice evening dining experience .,positive,243671,3.011435270309448
it was dinner hour and pretty empty in the dining room .,negative,45151,it is a very clean and quiet place to eat .,positive,295280,3.01472544670105
it was dinner hour and pretty empty in the dining room .,negative,45151,a great place for lunch or dinner with a diner setting .,positive,349330,3.034632444381714
_num_ ) the duck itself came our cold and i mean cold .,negative,120646,fries were hot and fresh .,positive,291341,3.025947093963623
have eaten here at least _num_ times a month for the last few years .,negative,88149,been eating here _num_ years and will continue to do so .,positive,289866,3.6317100524902335
have eaten here at least _num_ times a month for the last few years .,negative,88149,have eaten here numerous times over the years .,positive,255200,3.5608131885528564
have eaten here at least _num_ times a month for the last few years .,negative,88149,there are a fair amount of eateries here .,positive,167451,3.013724565505981
"no one at the front desk is friendly , no smiles .",negative,124850,"friendly , helpful and courteous !",positive,281502,3.0406177043914795
"no one at the front desk is friendly , no smiles .",negative,124850,her staff is very friendly and supportive .,positive,280101,3.028704881668091
"no one at the front desk is friendly , no smiles .",negative,124850,"the staff is happy , accomodating , all smiles and efficient .",positive,224263,3.044674634933472
"no one at the front desk is friendly , no smiles .",negative,124850,friendly smiling staff .,positive,207437,3.7028186321258554
"no one at the front desk is friendly , no smiles .",negative,124850,the service is friendly with a smile .,positive,382728,3.463226795196533
"no one at the front desk is friendly , no smiles .",negative,124850,front desk staff always friendly .,positive,181616,3.176105260848999
"thanks to a fellow yelper , i found my old doctor .",negative,89255,"finally , i have found my new family dentist !",positive,346312,3.2447292804718018
this is the worst sushi i have ever had .,negative,60372,my favorite sushi place !,positive,259517,3.0190412998199463
this is the worst sushi i have ever had .,negative,60372,my most favorite sushi restraunt ever !,positive,226001,3.4756996631622314
this is the worst sushi i have ever had .,negative,60372,the best sushi restaurant in the east valley !,positive,240687,3.469281911849976
this is the worst sushi i have ever had .,negative,60372,some of the best chinese food i 've ever had delivered .,positive,325906,3.363920927047729
this is the worst sushi i have ever had .,negative,60372,this place makes the best chinese food ever .,positive,342672,3.1160378456115723
this is the worst sushi i have ever had .,negative,60372,best sushi i 've had in a while .,positive,178775,3.8626763820648193
this is the worst sushi i have ever had .,negative,60372,this was possibly the best chinese food i have ever had .,positive,343823,3.85266375541687
this is the worst sushi i have ever had .,negative,60372,i 've had sushi all over the country and this is truly top tier .,positive,273038,3.0734550952911377
this is the worst sushi i have ever had .,negative,60372,best all you can eat sushi ever !,positive,305445,3.633822202682495
this is the worst sushi i have ever had .,negative,60372,it 's the best udon i 've ever had at a sushi restaurant .,positive,361410,3.456997871398926
this is the worst sushi i have ever had .,negative,60372,best sushi in town !,positive,256197,3.599844694137573
this is the worst sushi i have ever had .,negative,60372,"this is the best sushi restaurant in the valley , hands-down .",positive,268412,3.757023572921753
this is the worst sushi i have ever had .,negative,60372,this is my favorite place to go for sushi .,positive,253682,3.330646276473999
this is the worst sushi i have ever had .,negative,60372,tuna is the best i 've ever had and the new yorker is amazing !,positive,269804,3.41389536857605
this is the worst sushi i have ever had .,negative,60372,best deal on fresh sushi in the entire country .,positive,231164,3.161463499069214
i will not be coming back for anything .,negative,76440,i 'll definitely be going back here .,positive,348877,3.459873914718628
i will not be coming back for anything .,negative,76440,i will definitely be back on my next trip .,positive,342772,3.2192394733428955
i will not be coming back for anything .,negative,76440,i will return ... .,positive,183272,3.294154644012451
i will not be coming back for anything .,negative,76440,i will definitely be going back many more times in the future .,positive,200763,3.2346599102020264
i will not be coming back for anything .,negative,76440,i will return to this place .,positive,341525,3.041363477706909
i will not be coming back for anything .,negative,76440,will be going back soon !,positive,378497,3.096098661422729
i will not be coming back for anything .,negative,76440,i will definitely be back .,positive,163212,3.4706056118011475
i will not be coming back for anything .,negative,76440,i will definitely go back when we are in town again .,positive,219956,3.053734064102173
i will not be coming back for anything .,negative,76440,i will be going back soon !,positive,329154,3.607982873916626
i will not be coming back for anything .,negative,76440,i will be back again with the family .,positive,275911,3.054618120193481
i will not be coming back for anything .,negative,76440,i will definitely be going back to try some more items !,positive,227636,3.0321285724639893
i will not be coming back for anything .,negative,76440,"i will be back , often !",positive,186601,3.15535306930542
i will not be coming back for anything .,negative,76440,i will be back here soon !,positive,244155,3.0422463417053223
i will not be coming back for anything .,negative,76440,i 'll return for sure .,positive,240157,3.359761476516724
i will not be coming back for anything .,negative,76440,i 'll be back !,positive,279744,3.331753253936768
i will not be coming back for anything .,negative,76440,i will definitely be going back there .,positive,268181,3.405202627182007
i will not be coming back for anything .,negative,76440,i will definitely come back to her .,positive,226860,3.0400357246398926
i will not be coming back for anything .,negative,76440,i 'll definitely be returning .,positive,200603,3.5938196182250977
i will not be coming back for anything .,negative,76440,i will be back very shortly !,positive,324476,3.262489080429077
i will not be coming back for anything .,negative,76440,i 'll be going back for more fun there .,positive,201658,3.1420488357543945
i will not be coming back for anything .,negative,76440,i 'll most definitely return .,positive,316807,3.2744803428649902
i will not be coming back for anything .,negative,76440,i will definetly be coming back to this location time and time again !,positive,277382,3.205800294876098
i will not be coming back for anything .,negative,76440,i will definitely be making a return visit .,positive,351025,3.3084850311279297
for pick up reservations must be made _num_ hours in advance .,negative,107262,make sure you make a reservation !,positive,251542,3.1956467628479004
"every time after , it has been just okay .",negative,138551,it was just fine .,positive,325615,3.2555620670318604
"rolled tacos were decent , ca n't really mess that up .",negative,34377,"street tacos , rolled tacos are exceptional .",positive,290464,3.3019816875457764
"rolled tacos were decent , ca n't really mess that up .",negative,34377,the food is amazing and the tortillas on the tacos so good !,positive,350411,3.042799711227417
"what the hell , i asked you for the complete price .",negative,111674,price was reasonable for what i was asking for .,positive,224354,3.021362543106079
completely gross .,negative,95257,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.002208948135376
bland !,negative,117739,the all in one smoothie is the most amazing smoothie i have ever had !,positive,251299,3.079788446426392
bland !,negative,117739,my favorites : the melt and the lobster melt .,positive,310784,3.363032102584839
bland !,negative,117739,i am a big sushi lover ... and i love i love sushi !,positive,304525,3.080040216445923
bland !,negative,117739,the shrimp tacos and the shrimp burrito are amazing .,positive,232587,3.028022289276123
i love diner coffee but this was weak tea .,negative,107020,i love the coffee here .,positive,208723,3.0197267532348637
i love diner coffee but this was weak tea .,negative,107020,i loved that there was coffee and tea available _num_ hours a day .,positive,260785,3.099183797836304
"so , i guess the wait staff follows the lead of management .",negative,54209,"great place , the food and wait staff are great .",positive,233670,3.011671781539917
completely disappointed .,negative,10330,"but well worth it , did not disappoint .",positive,371581,3.139317750930786
i had been to this place twice and both times were horrible experiences .,negative,118733,i 've have been there twice and had great experiences both times .,positive,334857,4.288970947265625
i had been to this place twice and both times were horrible experiences .,negative,118733,"second time here , both times were great !",positive,313019,3.120042562484741
"she was great in ordering , but as for refilling drinks ?",negative,73766,"food was great , service was great , drinks were great .",positive,350413,3.1225759983062744
"she was great in ordering , but as for refilling drinks ?",negative,73766,we were seated right away and had our drink orders right away .,positive,304334,3.051011562347412
"she was great in ordering , but as for refilling drinks ?",negative,73766,"our waitress was friendly , attentive and quick to refill drinks .",positive,160468,3.239469051361084
"she was great in ordering , but as for refilling drinks ?",negative,73766,"great food , quick service , good portions , free coffee refills .",positive,345239,3.099313735961914
clean rooms .,negative,9887,"clean , clean , and clean !",positive,168879,3.141390323638916
clean rooms .,negative,9887,the staff is friendly and helpful and the rooms were clean .,positive,306809,3.375361204147339
clean rooms .,negative,9887,"the rooms are beautiful , clean and elegant .",positive,175257,3.4734349250793457
clean rooms .,negative,9887,the rooms are nicely sized and clean .,positive,165723,3.263885021209717
clean rooms .,negative,9887,rooms are clean and well maintained .,positive,172053,3.408810377120972
clean rooms .,negative,9887,"i enjoyed my stay here , the rooms were extremely comfortable and clean .",positive,196097,3.1945347785949707
clean rooms .,negative,9887,enormous rooms that the wedding took place were very clean and elegant .,positive,378835,3.1633336544036865
clean rooms .,negative,9887,super spacious and clean rooms .,positive,196111,3.949314832687378
clean rooms .,negative,9887,the staff was very friendly and the office was modern and clean .,positive,374095,3.009985446929932
clean rooms .,negative,9887,"great location , nice rooms , nice hotel and the location is perfect .",positive,174503,3.524047613143921
clean rooms .,negative,9887,best brunch deal in town - and hands down the best vegan brunch ever .,positive,339064,3.13278865814209
clean rooms .,negative,9887,we came home to a sparkling clean house .,positive,334083,3.467524290084839
this hotel is a shit hole and so is phoenix .,negative,151227,loving this downtown phoenix hotel !,positive,369635,3.104226589202881
my husband 's lasagna might has well been tomato soup with some noodles .,negative,99707,the new lasagna was excellent especially when a bite included a sun dried tomato .,positive,271255,3.064905405044556
the food came out cold and not fresh .,negative,13564,food was fresh and came out quick !,positive,337327,3.0699291229248047
the food came out cold and not fresh .,negative,13564,"food is alway hot , fresh delicious .",positive,290260,3.0100934505462646
i got _num_ very thin buttermilk pancakes for $ _num_ .,negative,125794,i had the lemon ricotta pancakes and they were delicious .,positive,378786,3.126708745956421
i got _num_ very thin buttermilk pancakes for $ _num_ .,negative,125794,delicious pumpkin pancakes .,positive,310633,3.0297367572784424
i got _num_ very thin buttermilk pancakes for $ _num_ .,negative,125794,i got the banana walnut pancakes with a side of links and eggs .,positive,187972,3.00851845741272
i will no longer go there anymore .,negative,114407,i 'll definitely be going back here .,positive,348877,3.4610068798065186
i will no longer go there anymore .,negative,114407,i will return to this place .,positive,341525,3.3360116481781006
i will no longer go there anymore .,negative,114407,i will be going back soon !,positive,329154,3.0708541870117188
i will no longer go there anymore .,negative,114407,i will absolutely be going here again and again .,positive,332542,3.705153226852417
i will no longer go there anymore .,negative,114407,i will keep going .,positive,274709,3.3494298458099365
i will no longer go there anymore .,negative,114407,i will definitely be going back there .,positive,268181,3.6807703971862793
i will no longer go there anymore .,negative,114407,i 'll be going back for more fun there .,positive,201658,3.484991312026977
i will no longer go there anymore .,negative,114407,i have gone there for years and will continue to use them .,positive,279838,3.1629533767700195
i will no longer go there anymore .,negative,114407,i will definitely continue going here .,positive,288268,3.8394525051116943
i will never come back here again nor refer anyone here .,negative,121905,i 'll definitely be going back here .,positive,348877,3.380582571029663
i will never come back here again nor refer anyone here .,negative,121905,i will definitely be going back many more times in the future .,positive,200763,3.0966646671295166
i will never come back here again nor refer anyone here .,negative,121905,i will visit again .,positive,244588,3.043045282363892
i will never come back here again nor refer anyone here .,negative,121905,i will surely come back again !,positive,224877,3.232283115386963
i will never come back here again nor refer anyone here .,negative,121905,i will definitely be back .,positive,163212,3.0675759315490723
i will never come back here again nor refer anyone here .,negative,121905,i will definitely go back when we are in town again .,positive,219956,3.1219284534454346
i will never come back here again nor refer anyone here .,negative,121905,i will be going back soon !,positive,329154,3.1202635765075684
i will never come back here again nor refer anyone here .,negative,121905,i will absolutely be going here again and again .,positive,332542,3.3673529624938965
i will never come back here again nor refer anyone here .,negative,121905,i will absolutely come here again .,positive,279774,3.365683555603028
i will never come back here again nor refer anyone here .,negative,121905,i will always come here .,positive,370499,3.350264549255371
i will never come back here again nor refer anyone here .,negative,121905,i will definitely be going back there .,positive,268181,3.15402626991272
i will never come back here again nor refer anyone here .,negative,121905,i 'll definitely be returning .,positive,200603,3.0802996158599854
i will never come back here again nor refer anyone here .,negative,121905,i 'll most definitely return .,positive,316807,3.0681731700897217
i will never come back here again nor refer anyone here .,negative,121905,i will definetly be coming back to this location time and time again !,positive,277382,3.395855665206909
then we saw the empty tables outside as well .,negative,142718,there are picnic tables throughout the park as well .,positive,230769,3.229517698287964
"the chicken was tasty , although slightly overcooked .",negative,75574,very tasty chicken and waffles .,positive,370722,3.181135416030884
"the chicken was tasty , although slightly overcooked .",negative,75574,chicken was juicy and flavorful .,positive,193828,3.347131490707397
"the chicken was tasty , although slightly overcooked .",negative,75574,"the chicken is juicy , flavorful and tender .",positive,353476,3.0874814987182617
"the chicken was tasty , although slightly overcooked .",negative,75574,very tasty chicken and good selection of side dishes .,positive,336361,3.022580146789551
"the chicken was tasty , although slightly overcooked .",negative,75574,orange chicken is delicious .,positive,226934,3.176217555999756
"the chicken was tasty , although slightly overcooked .",negative,75574,the chicken gyro is delicious !,positive,297078,3.028916120529175
and someone finally greeted me after i already looked around the whole store .,negative,50616,here they greeted me right away and were very friendly !,positive,297559,3.1030216217041016
"in short , we will never return .",negative,16172,will certainly return .,positive,291184,3.231534481048584
"in short , we will never return .",negative,16172,we will return for sure !,positive,245540,3.324979782104492
"in short , we will never return .",negative,16172,we will be back .,positive,186697,3.3285229206085205
"in short , we will never return .",negative,16172,we will most definitely return to this restaurant !,positive,343932,3.0495455265045166
"in short , we will never return .",negative,16172,will return again !,positive,269476,3.354343175888061
this office is extremely rude and obviously does not care about client services .,negative,120028,awesome service by some kind and considerate people .,positive,381411,3.010477066040039
the worst customer service i have ever received at a hotel !,negative,122250,the best service i 've received in a long time .,positive,365019,3.2055397033691406
the worst customer service i have ever received at a hotel !,negative,122250,the service is the best ever !,positive,327836,3.376540422439575
the worst customer service i have ever received at a hotel !,negative,122250,i had the best costumer service experience ever at this hotel .,positive,186709,3.4386303424835205
the worst customer service i have ever received at a hotel !,negative,122250,the best customer service ever !,positive,237051,3.1427316665649414
the food was decent but the customer service was terrible .,negative,118279,awesome food and the service was great .,positive,350273,3.3327434062957764
the food was decent but the customer service was terrible .,negative,118279,excellent food and great service .,positive,226477,3.139502763748169
the food was decent but the customer service was terrible .,negative,118279,"service is decent but food is excellent , and that 's all that matters .",positive,308756,3.2870614528656006
the food was decent but the customer service was terrible .,negative,118279,good food with great service !,positive,306984,3.0649614334106445
the food was decent but the customer service was terrible .,negative,118279,"food was great , service was great , drinks were great .",positive,350413,3.0549001693725586
the food was decent but the customer service was terrible .,negative,118279,food is pretty decent .,positive,231125,3.096784830093384
the food was decent but the customer service was terrible .,negative,118279,"the service has always been good , the food has always been good .",positive,345947,3.171370267868042
the food was decent but the customer service was terrible .,negative,118279,the service was so-so but the food definitely makes up for that !,positive,352230,3.060041666030884
the food was decent but the customer service was terrible .,negative,118279,"awesome food , and great service .",positive,258341,3.079299211502075
the food was decent but the customer service was terrible .,negative,118279,great service and outstanding food quality .,positive,206927,3.066780567169189
the food was decent but the customer service was terrible .,negative,118279,lunch service time was excellent and the food was great .,positive,203562,3.015220880508423
the food was decent but the customer service was terrible .,negative,118279,food was very good and service was friendly .,positive,310676,3.058856010437012
the food was decent but the customer service was terrible .,negative,118279,but the food was terrific and the service was great .,positive,257763,3.643891096115112
the food was decent but the customer service was terrible .,negative,118279,the service was fast and the food was great .,positive,163185,3.017040491104126
the food was decent but the customer service was terrible .,negative,118279,the pizza is decent .,positive,359378,3.019566297531128
the food was decent but the customer service was terrible .,negative,118279,tasty food and great service .,positive,320122,3.126908540725708
the food was decent but the customer service was terrible .,negative,118279,the food was great and the service was amazing .,positive,215086,3.109248399734497
the food was decent but the customer service was terrible .,negative,118279,the service was excellent and the food was outstanding !,positive,235606,3.3911492824554443
the food was decent but the customer service was terrible .,negative,118279,the food was amazing and the service was the same .,positive,176942,3.0448758602142334
the food was decent but the customer service was terrible .,negative,118279,the service is excellent and food was superb .,positive,383287,3.2356998920440674
the food was decent but the customer service was terrible .,negative,118279,but the food and service was good .,positive,183900,3.2795865535736084
the food was decent but the customer service was terrible .,negative,118279,the food was excellent and the service was great .,positive,233471,3.483241558074951
the food was decent but the customer service was terrible .,negative,118279,"the drinks are reasonably priced , and the food is decent .",positive,334502,3.0159077644348145
the food was decent but the customer service was terrible .,negative,118279,the service was pretty good and the food was decent .,positive,368490,3.785780429840088
the food was decent but the customer service was terrible .,negative,118279,good food and top notch customer service .,positive,269366,3.3467133045196533
the food was decent but the customer service was terrible .,negative,118279,people nice and food great .,positive,163982,3.096019983291626
the food was decent but the customer service was terrible .,negative,118279,"not always the best service , but the food is great .",positive,238409,3.037505388259888
the food was decent but the customer service was terrible .,negative,118279,"the food has always been good , service has almost always been good .",positive,273590,3.0102407932281494
